,tiempo,plazas,tiempo_v7,tiempo_v9
0,10.107374390608156,13,7.709832520810874,7.055893080702111
1,10.223806451417365,17,7.865075268556488,7.088600416009293
2,10.616759128969592,17,8.389012171959456,7.382730733560434
3,10.624794107863792,18,8.399725477151724,7.3908885063554335
4,10.65361590120188,19,8.43815453493584,7.412291815564595
5,10.655239995100658,20,8.440319993467543,7.4633574242514875
6,10.73444966525608,22,8.545932887008105,7.57766486118813
7,10.763271482187982,23,8.584361976250642,7.615317432153637
8,10.849109033191654,23,8.698812044255538,7.668672471267725
9,10.876583606225347,24,8.735444808300462,7.678558985365185
10,10.90525313227207,24,8.773670843029429,7.9105673839940875
11,10.945584727682979,24,8.827446303577306,8.043643764499905
12,10.958845043657824,24,8.8451267248771,8.308727115843352
13,10.993909129536684,26,8.891878839382246,8.402126111589101
14,11.017742975350165,26,8.923657300466887,8.510604890948105
15,11.031985260611155,26,8.942647014148205,8.567353084892876
16,11.05924115745581,26,8.97898820994108,8.581785051882497
17,11.072411389849748,26,8.996548519799664,8.685129347730687
18,11.111111851657343,26,9.048149135543124,8.78876814177455
19,11.11707807045468,26,9.056104093939572,8.802646990851873
20,11.119670213995315,26,9.059560285327088,8.917651353327031
21,11.176275978284574,26,9.135034637712765,8.988013129740075
22,11.195154093970597,26,9.160205458627464,9.040180617246753
23,11.204641036872683,26,9.172854715830244,9.107798087740372
24,11.207857500882497,26,9.177143334509998,9.235302581728597
25,11.227559812221774,27,9.203413082962365,9.509956983095945
26,11.241962030936591,27,9.22261604124879,9.545022037797871
27,11.245902805265366,27,9.22787040702049,9.611441111379914
28,11.260582271827005,27,9.247443029102673,9.623663129193147
29,11.335672531997112,27,9.34756337599615,9.659908522983283
30,11.408675333259527,27,9.444900444346038,9.678665627497136
31,11.420591134726587,28,9.46078817963545,9.679794763170573
32,11.431868320465473,28,9.475824427287298,9.690042789461842
33,11.439217136332076,28,9.485622848442768,9.709190229672984
34,11.445634482317615,28,9.494179309756822,9.721629958589705
35,11.451803480239645,28,9.502404640319526,9.723850751318274
36,11.460356970242309,28,9.513809293656411,9.741130129673234
37,11.466515596402317,28,9.52202079520309,9.747567537681187
38,11.504063471486154,29,9.572084628648206,10.032329284204383
39,11.507545101015792,29,9.57672680135439,10.057503937186702
40,11.511821573937059,29,9.582428765249412,10.068386115391174
41,11.530018839422276,29,9.606691785896368,10.081818244899758
42,11.54330457310843,29,9.624406097477905,10.111686638193998
43,11.55511627999852,29,9.640155039998028,10.151476411267218
44,11.5928066196645,29,9.690408826219334,10.189764804612432
45,11.62093657164753,29,9.727915428863373,10.32432091862568
46,11.654135459108453,29,9.772180612144604,10.334305612344377
47,11.658055120378833,29,9.77740682717178,10.350648053889426
48,11.663032425739727,29,9.784043234319638,10.35093386877883
49,11.669478928903366,29,9.792638571871155,10.38197135873163
50,11.687718934167693,30,9.816958578890258,10.419165697120764
51,11.704085576671142,30,9.838780768894857,10.42052067521812
52,11.705285350378361,30,9.840380467171148,10.478253787711282
53,11.70745949260153,30,9.843279323468705,10.532084675589163
54,11.709632264407487,30,9.846176352543317,10.532622892521463
55,11.712617791739452,30,9.850157055652604,10.57593571290728
56,11.730953863237962,30,9.87460515098395,10.595095318733609
57,11.73374606650635,30,9.878328088675135,10.595700358374312
58,11.782874899799463,30,9.943833199732618,10.825540977475377
59,11.78509431369183,30,9.946792418255775,10.839186592759521
60,11.787615062781722,30,9.950153417042294,10.856161825991068
61,11.813432376531233,30,9.984576502041646,10.864514544535899
62,11.822756567540145,30,9.997008756720193,10.882567496815831
63,11.826859386324019,30,10.00247918176536,10.889649991217325
64,11.838485968515217,30,10.017981291353623,10.89638558688905
65,11.838576121672821,30,10.018101495563762,10.965949230738012
66,11.843899634350475,31,10.0251995124673,10.978066777878881
67,11.844647622119997,31,10.026196829493328,11.000474132831737
68,11.846895970671493,31,10.029194627561992,11.070851029757174
69,11.850858287587316,31,10.034477716783089,11.077632325759893
70,11.857894188782808,31,10.043858918377078,11.082292101810209
71,11.900131304731206,31,10.100175072974942,11.093774839420028
72,11.931192212983332,31,10.14158961731111,11.10548581662929
73,11.955215881156498,31,10.17362117487533,11.105813932874106
74,12.001313522790857,31,10.235084697054477,11.112604810021908
75,12.012542535723746,31,10.250056714298328,11.118570660778214
76,12.03463574509922,31,10.279514326798958,11.121286431968958
77,12.060119868180164,31,10.313493157573554,11.176534023061123
78,12.071252484546049,32,10.3283366460614,11.184957240829341
79,12.081390199276173,32,10.341853599034897,11.226971369632357
80,12.093342315326016,32,10.35778975376802,11.277472463540764
81,12.096865538914157,32,10.362487385218875,11.300475062458467
82,12.110621917321414,32,10.380829223095219,11.301583252335607
83,12.115231170633463,32,10.38697489417795,11.315984716263072
84,12.120958726602396,32,10.394611635469861,11.324189122423412
85,12.143781559225797,32,10.425042078967731,11.365507588473452
86,12.144528588173163,32,10.426038117564218,11.39715744842961
87,12.157302679184633,32,10.443070238912844,11.406464894456104
88,12.163750272480538,32,10.451667029974052,11.411320372109323
89,12.172233749129827,32,10.462978332173103,11.41990446286439
90,12.197471062396952,32,10.496628083195935,11.42436083199432
91,12.202254209662472,32,10.503005612883298,11.431032124560183
92,12.220097973492779,32,10.526797297990372,11.438963056324994
93,12.227037951702254,32,10.536050602269674,11.444468610687123
94,12.242342488139201,33,10.556456650852269,11.488131303241733
95,12.250943873877635,33,10.56792516517018,11.525541488548651
96,12.273454820856523,33,10.597939761142031,11.554872157756895
97,12.278757557711794,33,10.605010076949059,11.587751270513683
98,12.281578922275294,33,10.60877189636706,11.592245706127217
99,12.29528974985933,33,10.62705299981244,11.596592149487893
100,12.300294330021211,33,10.633725773361615,11.601516900629868
101,12.302675186776243,33,10.636900249034992,11.64998314545577
102,12.311048097834842,33,10.648064130446457,11.676950677748268
103,12.319861541505308,33,10.659815388673746,11.695293167859823
104,12.330180360824613,34,10.673573814432817,11.701951049197898
105,12.339084476988475,34,10.685445969317968,11.708088592853407
106,12.363456094138295,34,10.71794145885106,11.710034982870699
107,12.407001029656874,34,10.776001372875832,11.718952909161533
108,12.414688096030655,34,10.786250794707541,11.72321489888855
109,12.429642657037661,34,10.806190209383548,11.758603341275526
110,12.458115286864052,34,10.844153715818736,11.786591816588388
111,12.46652356575887,34,10.85536475434516,11.788608105304466
112,12.485162155872942,34,10.880216207830589,11.789139320023585
113,12.488333927299765,34,10.884445236399687,11.802036777015545
114,12.490541198617468,34,10.88738826482329,11.880825135689953
115,12.527007441084924,34,10.936009921446566,11.895299705597736
116,12.566655010836588,34,10.988873347782116,11.919631633258536
117,12.57482694345321,34,10.999769257937613,11.929843315935377
118,12.594037082361396,34,11.025382776481862,11.953552979019223
119,12.617133495235072,34,11.056177993646763,11.972389343562511
120,12.650234478030765,34,11.100312637374353,12.008930728396964
121,12.656292841882308,34,11.108390455843079,12.010919707030709
122,12.663875343658264,35,11.118500458211019,12.053755631685707
123,12.66681881485964,35,11.12242508647952,12.060490702840946
124,12.779721367067623,35,11.272961822756832,12.065446379665717
125,12.806798248403322,35,11.309064331204429,12.128710877686304
126,12.823882059417631,35,11.331842745890174,12.130304656522659
